school_id,StudentRegCode,SemesterID,SemesterName,YearID,Year,DivisionID,DivisionName,BranchID,BranchName,Specialization,DeptID,DeptName,CourseLevelPID,CourseLevel,IsCurrentSemester
COEP,41209023,22,Semester II,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,0
COEP,41209024,22,Semester II,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,0
COEP,41209025,22,Semester II,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,0
COEP,41209026,22,Semester II,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,0
COEP,41209001,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209002,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209014,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209021,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209003,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209015,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209022,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209004,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209016,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209017,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209005,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209018,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209006,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209019,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209023,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209007,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209020,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209008,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209024,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209009,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209025,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
COEP,41209011,23,Semester III,9,2013,4290,Div-1,40,Enterprise Resource Planning,,2,,2606,PG Diploma,1
