SchoolID, SubjectID, SubjectCode, Subject, SubjectType, SubjectShortName, SubjectCredit
COEP,1699,IT-16003,Software Development Processes,Theory,SDP,3
COEP,1700,IT(DE)-16001,Cloud and Big Data Platforms,Theory,CBDP,3
COEP,1701,IT-16004,Language Processors Lab,Laboratory,LP LAB,2
COEP,1702,IT-16005,Algorithms and Complexity Lab,Laboratory,A&C LAB,2
COEP,1703,IT-16006,Software Development Processes Lab,Laboratory,SDP LAB,2
COEP,1705,PME-16002,Dissertation Phase-II,Project,Dissertation-II,18
COEP,1706,PPM-16002,Dissertation Phase-II,Project,Dissertation-II,18
COEP,1707,MCH-16002,Dissertation Phase-II,Project,Dissertation-II,18
COEP,1708,IE-16008,Transducer II,Theory,TR-II,3
COEP,1709,IE-16009,Digital Techniques,Theory,DT,3
COEP,1710,IE-16010,Automatic Control System,Theory,ACS,3
COEP,1711,IE-16011,Transducer II Laboratory,Laboratory,TR-II Lab,1
COEP,1712,IE-16012,Digital Techniques Laboratory,Laboratory,DT Lab,1
COEP,1713,IE-16013,Automatic Control System Laboratory,Laboratory,ACS Lab,1
COEP,1714,IE-16014,Numerical Methods Laboratory,Laboratory,NM Lab,2
COEP,1715,IE-16015,Process Loop Components,Theory,PLC,3
COEP,1716,IE-16016,Digital Signal Processing,Theory,DSP,3
COEP,1717,IE-16017,Instrument System Design,Theory,ISD,3
COEP,1718,IE-16018,Analytical Instrumentation,Theory,AI,3
COEP,1719,IE-16019,Process Loop Component Laboratory,Laboratory,PLC Lab,2
COEP,1720,IE-16020,Digital Signal Processing Laboratory,Laboratory,DSP Lab,2
COEP,1721,IE-16021,Analytical Instrumentation Laboratory,Laboratory,AI Lab,1
COEP,1722,IE-16022,Instrument System Design Laboratory,Laboratory,ISD Lab,1
COEP,1724,PEPS(DE)-16001,Electrical Power Distribution Systems,Theory,EPDS,3
COEP,1725,PEPS(DE)-16002,Electric and Hybrid Vechile,Theory,E&HV,3
COEP,1726,IBI(DE)-16002,Optical Instrumentation,Theory,OI,3
COEP,1727,IPI(DE)-15010,Optical Instrumentation,Theory,OI,3
COEP,1728,ECS-16006,Sliding Mode Control,Theory,SMC,3
COEP,1729,ECS-16007,Nonlinear Dynamical Systems,Theory,NLDS,3
COEP,1730,ECS-16008,Embedded System Design,Theory,ESD,3
COEP,1731,ECS(DE)-16001,Intelligent Control System,Theory,ICS,3
COEP,1732,ECS(DE)-16002,Control Related Estimations,Theory,CRE,3
COEP,1733,ECS-16009,Embedded Lab II,Laboratory,Emb Lab II,3
COEP,1734,EPS-15011,Dissertation Phase-II,Project,Project- Phase II,18
COEP,1735,ECE-15011,Dissertation Phase-II,Project,Project- Phase II,18
COEP,1737,CE-16014,Surveying,Theory,SUR,4
COEP,1739,CE-16015,Concrete Technology,Theory,CT,3
COEP,1740,CE-16016,Structural Mechanics,Theory,SM,3
COEP,1742,CE-16017,Environmental Engineering,Theory,EE,3
COEP,1743,CE-16018,Surveying Laboratory,Laboratory,SUR LAB,2
COEP,1744,CE-16019,Concrete Technology Lab,Laboratory,CT LAB,1
COEP,1745,CE-16020,Environmental Engineering Lab,Laboratory,EE LAB,1
COEP,1747,CE-16021,Environmental Engineering,Theory,EE,3
COEP,1748,CE-16022,Construction Management ,Theory,CM,3
COEP,1749,CE-16023,Hydrology and Irrigation Engineering,Theory,HIE,3
COEP,1750,CE-16024,Foundation Engineering,Theory,FE,3
COEP,1751,CE-16025,Design of Steel structures Lab,Laboratory,DSS LAB,1
COEP,1752,CE-16026,Environmental Engineering Lab,Laboratory,EE LAB,1
COEP,1753,CE-16027,Construction Management LAB,Laboratory,CM LAB,1
COEP,1754,MT-16021,Modern Chemical Analysis Laboratory,Laboratory,MCAM,1
COEP,1755,MT-16022,Fundamentals of Metal Working,Theory,FMW,3
COEP,1757,MT-16023,Metallurgical Thermodynamics and Kinetics,Theory,MTK,4
COEP,1758,MT-16024,Polymers and Composites,Theory,PAC,3
COEP,1759,MT-16025,Fundamentals of Metal Working Laboratory,Laboratory,FMW Lab,1
COEP,1760,MT-16026,Polymers and Composites Laboratory,Laboratory,PAC Lab,1
COEP,1761,MT-16027,Foundry Technology,Theory,FT,3
COEP,1763,MT-16028,Materials Characterization,Theory,MC,3
COEP,1764,MT-16029,Structural Metallurgy,Theory,SM,4
COEP,1767,MT-16030,Steel Making,Theory,Steel Making,3
COEP,1770,MT-16031,Foundry Technology Laboratory,Laboratory,FT Lab,1
COEP,1771,MT-16032,Materials Characterization Laboratory,Laboratory,MC Lab,1
COEP,1772,MT-16033,Mini Project,Mini Project,Mini Project,2
COEP,1773,MT-16034,Industrial Visits and Training,Training,IVT,2
COEP,1775,CT(DE)-16001,Computer Graphics,Theory,CG,3
COEP,1776,CT(DE)-16002, Data Mining,Theory,DMM,3
COEP,1777,CT(DE)-16003,Free open Source Software,Theory,FOSS,3
COEP,1778,CT(DE)-16004,Cloud and Big Platform ,Theory,CBP,3
COEP,1779,CT(DE)-16005,Concurrent Programming In Embedded Systems  ,Theory,CPE,3
COEP,1780,CT(DE)-16006, Data Mining Lab,Laboratory,DM lab,2
COEP,1781,CT(DE)-16007,Cloud and Big Platform Lab,Laboratory,CBP lab,2
COEP,1782,CT(DE)-16008,Computer Graphics Lab,Laboratory,CG lab,2
COEP,1783,CT(DE)-16009,Concurrent Programming In Embedded Systems Lab,Laboratory,CPES lab,2
COEP,1784,CT(DE)-16010,Free open Source Software Lab,Laboratory,CPES lab,2
COEP,1785,IS-16006,Network Security ,Theory,NS,3
COEP,1786,IS-16007,Applied Cyber Security,Theory,ACS,3
COEP,1787,IS-16008,Wireless and Mobile Security,Theory,WMS,3
COEP,1788,IS(DE)-16004,Advanced Database and Information Retrieval,Theory,ADIR,3
COEP,1789,IS(DE)-16005,Cloud Computing and Security,Theory,CCS,3
COEP,1790,IS(DE)-16006,Software Design Techniques and Security,Theory,SDTS,3
COEP,1791,IS(DE)-16007,Internet of Things,Theory,IOT,3
COEP,1792,IS(DE)-16008,Web Technology,Theory,WT,3
COEP,1793,IS(DE)-16009,. Formal Methods,Theory,FM,3
COEP,1794,IS-16009,Mini Project,Laboratory,MP,2
COEP,1795,AS(ILE)-16001,Critical Thinking and Reasoning in Abilities,Theory,CTRA,3
COEP,1796,CE(ILE)-16002,Basic Civil Engineering,Theory,BCE,3
COEP,1797,CT(ILE)-16001,Information Systems,Theory,IS,3
COEP,1798,CT(ILE)-16002,Object Oriented Programming,Theory,OOP,3
COEP,1799,EE(ILE)-16001,Electrical Technology,Theory,ET,3
COEP,1800,EE(ILE)-16002,Solar Thermal Systems,Theory,STS,3
COEP,1801,ETC(ILE)-16002,Principles of Electronic Communication,Theory,PEC,3
COEP,1802,ETC(ILE)-16003,Microcontroller Based Systems,Theory,MBS,3
COEP,1803,ICE(ILE)-16001,Engineering Instrumentation,Theory,EI,3
COEP,1804,MM(ILE)-16002,Device Materials,Theory,DM,3
COEP,1805,PE(ILE)-16003,Production Processes and Metrology,Theory,PPM,3
COEP,1806,ME(ILE)-16002,Computer Aided 3 D Geometric Modeling,Theory,AE,3
COEP,1807,CE(ILE)-16003,Finite Elements Engineering,Theory,FEE,3
COEP,1808,CT(ILE)-16003,Information Systems,Theory,IS,3
COEP,1809,CT(ILE)-16004,Java Programming,Theory,JP,3
COEP,1810,EE(ILE)-16003,Control System Engineering,Theory,CSE,3
COEP,1811,EE(ILE)-16004,Solar Thermal Systems,Theory,STS,3
COEP,1812,ETC(ILE)-16004,Electronics Communication Systems,Theory,ECS,3
COEP,1813,ICE(ILE)-16002,Industrial Automation,Theory,IA,3
COEP,1814,MM(ILE)-16003,Composite Materials,Theory,CM,3
COEP,1815,MME-16010,Characterization Techniques,Theory,CT,4
COEP,1816,MME-16011,Advanced Composites,Theory,AC,3
COEP,1817,MME-16012,Mechanical Behavior of Materials,Theory,MBM,3
COEP,1818,MME(DE)-16004,Amorphous Materials,Theory,AM,3
COEP,1818,MME(DE)-16004,Amorphous Materials,Theory,AM,3
COEP,1819,CE-16028,Design Of RCC Struture,Theory,DRCC,3
COEP,1820,PE(ILE)-16004,Operations Efficiency,Theory,OE,3
COEP,1821,MME(DE)-16005,Nuclear Materials,Theory,NM,3
COEP,1822,PE(ILE)-16005,Introduction To ERP,Theory,IERP,3
COEP,1824,MA(ILE)-16001,Transform Techniques,Theory,TT,3
COEP,1825,HS-16003,Humanities,Theory,Hum,2
COEP,1826,MME(DE)-16006,High Temperature Corrosion,Theory,HTC,3
COEP,1827,MA(ILE)-16002,Experimental Designs and Data Analysis (Statistics),Theory,EDDA,3
COEP,1828,MME-16013,Lab Practice II,Laboratory,Lab Practice II,2
COEP,1829,ME(ILE)-16003,Unconventional Machining Processes,Theory,UMP,3
COEP,1830,ME(ILE)-16004,Power Plant Engineering,Theory,PPE,3
COEP,1831,ME(ILE)-16005,Robotics,Theory,Robotics,3
COEP,1832,MME-16014,Seminar II,Seminar,Seminar II,1
COEP,1833,CM(DE)-16002,Construction Cost Dynamics,Theory,CCD,3
COEP,1834,CM(DE)-16003,Sustainability and Urban Planning,Theory,SUP,3
COEP,1835,CM-16006,Operation Research,Theory,OR,4
COEP,1836,CM-16007,Laboratory-II,Laboratory,CM lab II,3
COEP,1837,CGE(DE)-16002,Soil Structure Interaction,Laboratory,SSI,3
COEP,1838,ME(ILE)-16006,Automobile Engineering,Theory,AE,3
COEP,1839,OC-16001,Language Processing,MOOC,LP,2
COEP,1840,OC-16002,Bitcoin and Cryptocurrency Technologies,MOOC,BCT,2
COEP,1842,CSE(DE)-16002,Design of High Rise Structures,Theory,DHRS,3
COEP,1843,CE-16029,Urban Management,Theory,UM,3
COEP,1843,CE-16029,Urban Management,Theory,UM,3
COEP,1844,CE-16030,Urban Renewal and Conservation,Theory,URC,2
COEP,1844,CE-16030,Urban Renewal and Conservation,Theory,URC,2
COEP,1846,CE-16031,"Project Formulation , Appraisal and Management",Theory,PFAM,3
COEP,1847,BP-16001,Introduction to Urban Design,Theory,IUD,3
COEP,1848,BP-16002,Urban Management,Theory,UM,3
COEP,1849,BP-16003,Urban Renewal and Conservation,Theory,URC,3
COEP,1850,BP-16004,"Project Formulation , Appraisal and Management",Theory,PFAM,3
COEP,1851,BP-16005,Planning and Management of Informal Sector,Theory,PMIS,3
COEP,1852,BP-16006,GIS for Planning,Theory,GIS,2
COEP,1853,BP(DE)-16001,Urban Energy Systems,Theory,URS,2
COEP,1855,BP(DE)-16003,Energy Efficient Planning,Theory,EEP,2
COEP,1856,BP-16007,Planning and Design Lab VI,Studio,PDL VI,5
COEP,1857,PE(ILE)-16006,Industrial Electronics and Electrical Drive Systems,Theory,IEEDS,3
COEP,1858,CM-16008,Dissertation Phase-II,Project,CMD-II,15
COEP,1859,CSE-16009,Dissertation Phase-II,Project,SED-II,18
COEP,1860,MPR(DE)-16001,High Temperature Corrosion,Theory,HTC,3
COEP,1860,MPR(DE)-16001,High Temperature Corrosion,Theory,HTC,3
COEP,1863,CE-16032,Dissertation Phase-II,Project,GTED-II,18
COEP,1864,EW-16007,Dissertation Phase-II,Project,EWRED-II,18
COEP,1865,CT(ILE)-16005,Object Oriented Programming,Theory,OOP,3
COEP,1866,EE(ILE)-16005,Industrial Electronics,Theory,IE,3
COEP,1867,EE(ILE)-16006,Industrial Electronics,Theory,IE,3
COEP,1868,AS(ILE)-16002,Critical Thinking and Reasoning in Abilities,Theory,CTRA,3
COEP,1869,ME-16008,Design of Machine Elements,Theory,DOME,4
COEP,1870,PE-16010,Machining Science and Technology,Theory,MST,4
COEP,1871,CSE-16010,Computer Programming Lab,Laboratory,CP lab,2
COEP,1872,CSE-16011,Basic Electrical Engineering Lab,Laboratory,BEE Lab,1
COEP,1873,CSE-16012, Basic Electronics Lab,Laboratory,BE Lab,1
COEP,1874,CSE-16013,Solid state Physics and Electromagnetism Lab,Laboratory,BE Lab,1
COEP,1875,ECE-16007,Solid state Physics and Electromagnetism Lab,Laboratory,Physics-Lab,1
COEP,1876,ECE-16008,Computer Programming Lab,Laboratory,CP-Lab,2
COEP,1877,ECE-16009,Basic Electrical Engineering Lab,Laboratory,CP-Lab,1
COEP,1878,ECE-16010,Basic Electronics Lab,Laboratory,BE-Lab,1
COEP,1880,ML-16005,Constitution of India,Theory,COI,0
COEP,1881,ML-16006,Intellectual Property Rights,Theory,IPR,0
COEP,1882,TCP-16001,Dissertation Phase-II,Theory,DPII,14
COEP,1883,AM-16008,Project,Project,Project,18
COEP,1884,AM-16009,Seminar,Seminar,Seminar,2
COEP,1885,IBI-16001,Dissertation Phase-II,Project,Dissertation II,18
COEP,1886,MPR-16002,Dissertation Phase-II,Project,DPII,18
COEP,1887,IPI-16001,Dissertation Phase-II,Project,Dissertation II,18
COEP,1888,MPH-16002,Dissertation Phase-II,Project,Dissertation II,18
COEP,1889,CSE-16014,Univariate Calculus,Theory,UC,3
COEP,1890,CSE-16015,Data  Structures and Algorithms,Theory,DSA,4
COEP,1891,CSE-16016,Data  Structures and Algorithms Lab,Laboratory,DSA Lab,1
COEP,1892,CSE-16017,Digital Electronics,Theory,DE,3
COEP,1893,CSE-16018,Digital Electronics Lab,Laboratory,DE Lab,1
COEP,1894,CSE-16019,D S G T,Theory,D S G T,4
COEP,1895,ML-16007,Environmental Science,Theory,ES,2
COEP,1896,ECE-16011,Univariate Calculus,Theory,UC,3
COEP,1897,ECE-16012,Data  Structures and Algorithms,Theory,DSA,4
COEP,1898,ECE-16013,Data  Structures and Algorithms Lab,Laboratory,DSA Lab,1
COEP,1899,ECE-16014,Digital Electronics,Theory,DE,3
COEP,1900,ECE-16015,Digital Electronics Lab,Laboratory,DE Lab,1
COEP,1901,ECE-16016,D S G T,Theory,D S G T,4
COEP,1903,ML-16008,Environmental Science,Theory,ES,2
COEP,1904,ECS(DE)-16003,System Identification,Theory,SI,3
COEP,1906,EDE(ILE)-16001,Pattern Recognition and Classification,Theory,PRC,3
